City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
696,Batticaloa,LK,7.7102,81.6924,79.23,83,66,6.38,broken clouds
697,Listvyanskiy,RU,54.4399,83.4984,41.0,57,100,3.0,overcast clouds
698,Socorro,US,31.6546,-106.3033,69.8,32,75,8.05,broken clouds
699,Hirara,JP,24.8,125.2833,75.2,94,75,8.05,broken clouds
700,Nome,US,64.5011,-165.4064,26.01,68,90,10.36,overcast clouds
701,Lumberton,US,34.6182,-79.0086,78.8,29,1,10.36,clear sky
702,Agadez,NE,19.75,10.25,84.92,6,0,5.84,clear sky
703,Revelstoke,CA,50.9832,-118.2023,60.8,63,90,23.02,overcast clouds
704,Tabuk,PH,17.4189,121.4443,77.13,83,45,3.04,scattered clouds
705,Otjimbingwe,NA,-22.35,16.1333,66.74,21,0,3.6,clear sky
706,Rantepao,ID,-2.9701,119.8978,67.01,92,57,2.1,broken clouds
707,Trinidad,BO,-14.8333,-64.9,78.8,53,1,3.44,clear sky
